user_id,item_id,interaction_type,timestamp
209,27,purchase,2025-07-01T01:49:18.959Z
108,1,click,2025-07-01T01:53:27.288Z
314,28,purchase,2025-07-01T01:45:48.715Z
270,5,purchase,2025-07-01T02:36:43.685Z
362,5,purchase,2025-07-01T02:36:47.118Z
228,27,view,2025-07-01T02:37:36.307Z
86,16,purchase,2025-07-01T02:38:48.349Z
213,13,view,2025-07-01T02:38:33.879Z
228,29,purchase,2025-07-01T02:38:17.587Z
260,15,click,2025-07-01T02:38:30.646Z
416,24,purchase,2025-07-01T02:38:50.775Z
233,6,click,2025-07-01T02:37:53.939Z
54,6,purchase,2025-07-01T02:38:16.071Z
340,9,click,2025-07-01T02:38:32.160Z
285,9,click,2025-07-01T02:38:52.896Z
80,25,purchase,2025-07-01T02:38:16.982Z
69,12,purchase,2025-07-01T02:35:07.438Z
364,26,view,2025-07-01T02:34:36.057Z
104,21,click,2025-07-01T02:34:28.981Z
85,24,view,2025-07-01T02:34:40.694Z
324,6,purchase,2025-07-01T02:38:30.747Z
354,22,click,2025-07-01T02:38:31.553Z
217,23,view,2025-07-01T02:38:19.808Z
471,15,click,2025-07-01T02:38:43.501Z
312,4,click,2025-07-01T02:34:22.782Z
229,10,purchase,2025-07-01T02:33:57.029Z
337,9,click,2025-07-01T02:34:12.791Z
121,30,view,2025-07-01T02:33:42.239Z
314,20,view,2025-07-01T02:36:21.650Z
461,11,click,2025-07-01T02:36:30.130Z
345,23,purchase,2025-07-01T02:36:10.027Z
340,3,click,2025-07-01T02:36:33.066Z
92,10,view,2025-07-01T02:34:10.064Z
478,12,view,2025-07-01T02:34:06.229Z
230,23,click,2025-07-01T02:33:52.787Z
33,18,purchase,2025-07-01T02:33:58.743Z
198,24,click,2025-07-01T02:33:47.092Z
317,25,click,2025-07-01T02:34:06.331Z
459,5,purchase,2025-07-01T02:34:16.527Z
130,14,view,2025-07-01T02:33:58.542Z
133,2,view,2025-07-01T02:37:27.916Z
205,9,purchase,2025-07-01T02:36:53.192Z
325,17,view,2025-07-01T02:37:40.055Z
282,29,click,2025-07-01T02:37:30.340Z
169,27,purchase,2025-07-01T02:36:20.540Z
486,29,purchase,2025-07-01T02:36:13.166Z
23,2,purchase,2025-07-01T02:36:10.329Z
176,12,click,2025-07-01T02:36:22.053Z
434,27,click,2025-07-01T02:36:58.342Z
280,17,view,2025-07-01T02:37:13.401Z
174,30,purchase,2025-07-01T02:37:22.540Z
481,7,purchase,2025-07-01T02:37:21.630Z
394,7,purchase,2025-07-01T02:38:14.961Z
131,14,click,2025-07-01T02:38:41.279Z
107,10,click,2025-07-01T02:38:17.385Z
268,11,click,2025-07-01T02:38:48.653Z
401,2,purchase,2025-07-01T02:34:39.889Z
318,4,view,2025-07-01T02:35:32.489Z
444,19,click,2025-07-01T02:35:17.900Z
285,23,view,2025-07-01T02:34:37.264Z
362,6,purchase,2025-07-01T02:34:26.232Z
237,13,click,2025-07-01T02:34:42.005Z
251,20,purchase,2025-07-01T02:34:59.268Z
419,5,view,2025-07-01T02:34:33.026Z
400,7,view,2025-07-01T02:34:30.396Z
479,10,click,2025-07-01T02:34:33.631Z
308,30,purchase,2025-07-01T02:34:56.386Z
139,19,view,2025-07-01T02:34:34.541Z
127,10,purchase,2025-07-01T02:34:58.347Z
218,17,view,2025-07-01T02:35:44.762Z
197,6,view,2025-07-01T02:34:46.748Z
340,27,click,2025-07-01T02:35:03.397Z
423,28,view,2025-07-01T02:38:20.617Z
457,22,purchase,2025-07-01T02:37:50.804Z
76,27,purchase,2025-07-01T02:37:52.423Z
196,30,click,2025-07-01T02:38:54.717Z
137,4,purchase,2025-07-01T02:38:50.875Z
176,30,purchase,2025-07-01T02:38:22.330Z
377,25,click,2025-07-01T02:38:24.867Z
366,13,click,2025-07-01T02:37:57.377Z
292,7,view,2025-07-01T02:38:19.707Z
163,25,purchase,2025-07-01T02:38:10.316Z
496,26,click,2025-07-01T02:37:51.112Z
335,5,purchase,2025-07-01T02:38:06.492Z
99,30,click,2025-07-01T02:38:29.320Z
71,18,click,2025-07-01T02:37:54.646Z
111,27,purchase,2025-07-01T02:38:40.368Z
210,12,view,2025-07-01T02:38:43.400Z
99,20,purchase,2025-07-01T02:38:39.052Z
128,2,purchase,2025-07-01T02:38:08.601Z
159,26,click,2025-07-01T02:38:13.547Z
85,14,click,2025-07-01T02:37:58.698Z
460,15,purchase,2025-07-01T02:35:39.123Z
128,30,purchase,2025-07-01T02:35:40.534Z
112,25,purchase,2025-07-01T02:35:22.061Z
231,23,view,2025-07-01T02:34:37.466Z
456,12,purchase,2025-07-01T02:38:02.242Z
349,5,click,2025-07-01T02:38:55.121Z
500,17,click,2025-07-01T02:37:49.998Z
212,25,view,2025-07-01T02:38:18.597Z
378,20,purchase,2025-07-01T02:34:45.739Z
493,25,view,2025-07-01T02:34:23.590Z
182,15,view,2025-07-01T02:34:55.957Z
333,29,view,2025-07-01T02:34:30.195Z
383,21,view,2025-07-01T02:37:05.866Z
393,12,purchase,2025-07-01T02:36:39.339Z
263,17,view,2025-07-01T02:37:23.450Z
336,27,view,2025-07-01T02:37:15.572Z
357,29,view,2025-07-01T02:38:26.685Z
479,1,click,2025-07-01T02:38:02.645Z
154,2,purchase,2025-07-01T02:37:55.656Z
271,24,click,2025-07-01T02:38:13.446Z
469,28,view,2025-07-01T02:41:39.156Z
436,14,purchase,2025-07-01T02:41:33.253Z
359,23,purchase,2025-07-01T02:42:05.523Z
335,26,purchase,2025-07-01T02:41:51.676Z
129,17,click,2025-07-01T02:40:39.991Z
75,11,purchase,2025-07-01T02:41:14.444Z
447,25,click,2025-07-01T02:41:18.895Z
81,12,view,2025-07-01T02:40:53.618Z
444,28,click,2025-07-01T02:40:53.819Z
231,19,purchase,2025-07-01T02:40:42.820Z
328,29,view,2025-07-01T02:41:05.749Z
271,3,view,2025-07-01T02:41:06.153Z
328,5,purchase,2025-07-01T02:41:57.126Z
99,12,purchase,2025-07-01T02:42:07.243Z
451,29,click,2025-07-01T02:42:28.985Z
465,22,view,2025-07-01T02:41:30.217Z
4,20,purchase,2025-07-01T02:39:27.761Z
200,1,purchase,2025-07-01T02:39:09.273Z
427,23,view,2025-07-01T02:40:06.750Z
216,13,click,2025-07-01T02:39:31.084Z
296,26,click,2025-07-01T02:40:55.445Z
230,6,click,2025-07-01T02:40:33.415Z
131,19,purchase,2025-07-01T02:40:34.829Z
337,16,click,2025-07-01T02:40:54.121Z
255,19,view,2025-07-01T02:41:01.300Z
93,16,click,2025-07-01T02:41:05.345Z
298,23,view,2025-07-01T02:41:00.795Z
251,17,purchase,2025-07-01T02:41:17.277Z
276,30,view,2025-07-01T02:41:40.570Z
118,10,purchase,2025-07-01T02:41:35.176Z
33,17,view,2025-07-01T02:42:02.588Z
171,2,click,2025-07-01T02:41:58.244Z
453,27,click,2025-07-01T02:39:45.278Z
460,14,click,2025-07-01T02:39:54.073Z
194,18,click,2025-07-01T02:39:41.321Z
90,17,purchase,2025-07-01T02:39:55.287Z
458,12,view,2025-07-01T02:40:24.135Z
388,16,purchase,2025-07-01T02:40:29.174Z
496,20,purchase,2025-07-01T02:40:23.631Z
12,10,click,2025-07-01T02:40:37.362Z
150,27,click,2025-07-01T02:39:57.626Z
445,17,view,2025-07-01T02:39:14.834Z
314,4,purchase,2025-07-01T02:40:08.167Z
196,24,view,2025-07-01T02:39:20.910Z
415,2,purchase,2025-07-01T02:41:59.557Z
166,18,purchase,2025-07-01T02:41:50.970Z
32,17,view,2025-07-01T02:41:32.542Z
224,27,purchase,2025-07-01T02:41:35.884Z
264,12,purchase,2025-07-01T02:41:09.693Z
428,30,view,2025-07-01T02:40:45.742Z
207,17,view,2025-07-01T02:41:01.097Z
211,26,view,2025-07-01T02:40:45.340Z
310,13,purchase,2025-07-01T02:41:34.670Z
4,24,click,2025-07-01T02:42:10.680Z
75,30,view,2025-07-01T02:41:50.869Z
119,21,purchase,2025-07-01T02:41:42.388Z
240,6,click,2025-07-01T02:41:43.398Z
24,21,click,2025-07-01T02:42:27.163Z
185,18,purchase,2025-07-01T02:41:40.873Z
433,14,click,2025-07-01T02:41:53.491Z
122,3,purchase,2025-07-01T02:44:39.201Z
494,18,view,2025-07-01T02:43:54.383Z
134,8,click,2025-07-01T02:44:06.547Z
343,19,click,2025-07-01T02:44:03.581Z
304,29,view,2025-07-01T02:44:09.272Z
13,2,purchase,2025-07-01T02:44:42.233Z
113,19,view,2025-07-01T02:44:48.933Z
359,17,view,2025-07-01T02:44:01.662Z
325,24,click,2025-07-01T02:44:46.207Z
76,22,purchase,2025-07-01T02:44:27.055Z
211,25,view,2025-07-01T02:44:57.856Z
239,18,click,2025-07-01T02:44:41.424Z
475,17,purchase,2025-07-01T02:44:49.439Z
271,21,purchase,2025-07-01T02:43:51.550Z
262,8,view,2025-07-01T02:44:23.815Z
254,20,click,2025-07-01T02:44:59.370Z
495,3,view,2025-07-01T02:44:24.925Z
131,26,purchase,2025-07-01T02:44:04.087Z
271,5,click,2025-07-01T02:45:00.282Z
259,13,view,2025-07-01T02:44:46.711Z
239,9,view,2025-07-01T02:45:28.510Z
171,11,click,2025-07-01T02:45:59.735Z
188,7,click,2025-07-01T02:46:10.887Z
174,21,purchase,2025-07-01T02:46:04.631Z
445,29,purchase,2025-07-01T02:43:21.379Z
366,8,click,2025-07-01T02:43:26.639Z
433,20,view,2025-07-01T02:43:14.090Z
447,24,purchase,2025-07-01T02:43:05.709Z
128,14,purchase,2025-07-01T02:44:38.494Z
162,2,purchase,2025-07-01T02:43:58.628Z
398,15,purchase,2025-07-01T02:44:34.744Z
58,28,click,2025-07-01T02:43:57.111Z
198,23,view,2025-07-01T02:42:56.314Z
459,16,click,2025-07-01T02:43:31.210Z
162,24,purchase,2025-07-01T02:43:09.949Z
386,9,click,2025-07-01T02:42:45.489Z
303,28,click,2025-07-01T02:42:50.946Z
137,3,view,2025-07-01T02:43:19.964Z
294,17,purchase,2025-07-01T02:43:28.579Z
383,4,purchase,2025-07-01T02:42:43.465Z
173,20,click,2025-07-01T02:45:19.309Z
112,8,purchase,2025-07-01T02:45:27.998Z
481,10,click,2025-07-01T02:46:06.849Z
29,23,view,2025-07-01T02:46:06.244Z
473,17,click,2025-07-01T02:44:59.473Z
280,24,purchase,2025-07-01T02:44:48.731Z
398,14,click,2025-07-01T02:44:01.359Z
167,4,purchase,2025-07-01T02:44:19.170Z
415,21,purchase,2025-07-01T02:44:43.445Z
234,11,view,2025-07-01T02:44:57.251Z
255,17,click,2025-07-01T02:44:50.549Z
114,9,view,2025-07-01T02:44:17.248Z
300,13,purchase,2025-07-01T02:45:57.511Z
22,25,click,2025-07-01T02:45:28.409Z
131,19,click,2025-07-01T02:46:07.153Z
54,10,purchase,2025-07-01T02:45:46.087Z
432,3,view,2025-07-01T02:45:23.964Z
100,13,purchase,2025-07-01T02:45:54.275Z
378,23,view,2025-07-01T02:45:23.661Z
312,12,click,2025-07-01T02:45:59.836Z
437,12,click,2025-07-01T02:45:36.585Z
163,9,purchase,2025-07-01T02:46:08.463Z
427,18,view,2025-07-01T02:45:33.358Z
208,4,purchase,2025-07-01T02:45:23.054Z
222,24,click,2025-07-01T02:45:31.238Z
41,2,view,2025-07-01T02:45:52.156Z
124,10,purchase,2025-07-01T02:45:58.319Z
419,27,click,2025-07-01T02:45:30.935Z
263,10,view,2025-07-01T02:44:54.809Z
344,17,purchase,2025-07-01T02:44:46.813Z
181,16,purchase,2025-07-01T02:44:50.246Z
340,24,purchase,2025-07-01T02:44:29.986Z
394,15,purchase,2025-07-01T02:46:29.393Z
63,2,purchase,2025-07-01T02:46:52.608Z
66,23,purchase,2025-07-01T02:46:25.242Z
251,13,click,2025-07-01T02:47:15.432Z
415,25,purchase,2025-07-01T02:46:23.119Z
176,18,purchase,2025-07-01T02:46:34.928Z
74,26,view,2025-07-01T02:46:45.334Z
6,14,click,2025-07-01T02:47:15.533Z
185,30,view,2025-07-01T02:47:13.409Z
126,25,purchase,2025-07-01T02:46:54.727Z
28,19,click,2025-07-01T02:46:41.090Z
198,26,view,2025-07-01T02:46:58.161Z
154,21,view,2025-07-01T02:47:19.102Z
418,4,purchase,2025-07-01T02:46:28.886Z
187,9,click,2025-07-01T02:46:42.605Z
144,17,purchase,2025-07-01T02:47:05.229Z
152,26,purchase,2025-07-01T02:47:19.002Z
478,17,click,2025-07-01T02:46:31.607Z
379,15,purchase,2025-07-01T02:46:36.040Z
354,8,view,2025-07-01T02:46:23.725Z
82,24,purchase,2025-07-01T02:47:04.119Z
441,28,click,2025-07-01T02:46:45.233Z
416,25,purchase,2025-07-01T02:47:12.500Z
173,14,click,2025-07-01T02:46:48.565Z
69,28,view,2025-07-01T02:46:58.970Z
406,16,click,2025-07-01T02:47:06.945Z
198,25,view,2025-07-01T02:46:33.117Z
66,15,purchase,2025-07-01T02:47:09.769Z
444,15,purchase,2025-07-01T02:48:01.706Z
374,2,view,2025-07-01T02:47:57.051Z
466,28,click,2025-07-01T02:48:07.051Z
195,5,click,2025-07-01T02:47:59.894Z
10,12,purchase,2025-07-01T02:48:08.060Z
394,13,click,2025-07-01T02:48:29.185Z
461,23,view,2025-07-01T02:48:18.563Z
122,14,click,2025-07-01T02:48:05.334Z
156,3,purchase,2025-07-01T02:47:33.565Z
246,24,purchase,2025-07-01T02:47:31.138Z
28,28,click,2025-07-01T02:48:32.319Z
345,18,view,2025-07-01T02:48:06.850Z
384,19,click,2025-07-01T02:47:58.885Z
391,17,click,2025-07-01T02:48:04.527Z
319,14,purchase,2025-07-01T02:48:01.102Z
416,18,click,2025-07-01T02:48:18.765Z
369,23,purchase,2025-07-01T02:47:51.489Z
48,1,purchase,2025-07-01T02:47:50.680Z
236,23,click,2025-07-01T02:47:43.857Z
299,13,click,2025-07-01T01:46:29.758Z
129,12,click,2025-07-01T01:42:11.509Z
344,14,view,2025-07-01T01:40:33.431Z
367,1,purchase,2025-07-01T01:47:27.812Z
294,5,view,2025-07-01T02:31:48.929Z
146,19,purchase,2025-07-01T02:31:06.436Z
97,10,view,2025-07-01T02:31:10.515Z
250,21,click,2025-07-01T02:31:48.626Z
395,20,purchase,2025-07-01T02:33:11.501Z
280,1,view,2025-07-01T02:33:07.753Z
344,30,click,2025-07-01T02:32:45.336Z
27,12,click,2025-07-01T02:33:17.956Z
481,4,view,2025-07-01T02:33:18.662Z
230,13,purchase,2025-07-01T02:33:11.399Z
3,13,view,2025-07-01T02:33:23.927Z
151,22,click,2025-07-01T02:25:48.311Z
85,1,purchase,2025-07-01T02:26:04.767Z
37,22,click,2025-07-01T02:25:48.008Z
47,16,purchase,2025-07-01T02:29:21.809Z
287,27,purchase,2025-07-01T02:28:53.821Z
475,29,purchase,2025-07-01T02:28:54.023Z
402,24,view,2025-07-01T02:29:02.723Z
317,11,click,2025-07-01T02:29:56.752Z
100,27,purchase,2025-07-01T02:30:21.286Z
436,14,click,2025-07-01T02:30:16.543Z
251,1,click,2025-07-01T02:30:13.924Z
308,4,click,2025-07-01T02:29:35.763Z
295,10,purchase,2025-07-01T02:29:58.791Z
448,3,click,2025-07-01T02:29:58.286Z
211,19,view,2025-07-01T02:29:39.899Z
466,16,purchase,2025-07-01T02:26:03.149Z
124,13,view,2025-07-01T02:25:29.831Z
184,12,purchase,2025-07-01T02:25:49.122Z
118,1,click,2025-07-01T02:25:31.145Z
469,20,view,2025-07-01T02:30:28.741Z
268,26,purchase,2025-07-01T02:30:44.000Z
227,28,view,2025-07-01T02:30:48.043Z
260,27,view,2025-07-01T02:30:26.724Z
331,3,purchase,2025-07-01T02:29:36.772Z
309,16,click,2025-07-01T02:29:49.991Z
294,7,view,2025-07-01T02:29:33.520Z
155,17,click,2025-07-01T02:30:19.066Z
319,12,click,2025-07-01T02:33:02.267Z
54,18,purchase,2025-07-01T02:32:58.314Z
409,2,click,2025-07-01T02:33:32.666Z
322,24,click,2025-07-01T02:33:08.972Z
276,25,purchase,2025-07-01T02:32:32.629Z
264,26,purchase,2025-07-01T02:32:37.678Z
333,12,view,2025-07-01T02:32:30.201Z
480,14,purchase,2025-07-01T02:32:35.557Z
438,14,view,2025-07-01T02:31:17.105Z
121,20,click,2025-07-01T02:31:24.079Z
497,3,purchase,2025-07-01T02:31:56.244Z
375,10,purchase,2025-07-01T02:31:34.480Z
129,30,view,2025-07-01T02:28:28.012Z
124,2,purchase,2025-07-01T02:27:48.004Z
216,23,click,2025-07-01T02:27:47.700Z
152,25,click,2025-07-01T02:28:33.565Z
418,26,purchase,2025-07-01T02:25:36.898Z
304,14,view,2025-07-01T02:25:43.264Z
484,6,click,2025-07-01T02:26:01.531Z
252,2,click,2025-07-01T02:25:54.067Z
175,5,click,2025-07-01T02:31:24.483Z
469,7,click,2025-07-01T02:31:38.318Z
189,23,purchase,2025-07-01T02:31:13.168Z
251,14,purchase,2025-07-01T02:31:44.887Z
338,15,view,2025-07-01T02:27:20.845Z
314,17,view,2025-07-01T02:27:15.851Z
233,20,purchase,2025-07-01T02:27:25.746Z
45,29,click,2025-07-01T02:27:45.258Z
128,8,click,2025-07-01T02:26:03.656Z
404,21,purchase,2025-07-01T02:25:35.888Z
312,15,click,2025-07-01T02:25:30.235Z
399,5,purchase,2025-07-01T02:26:04.059Z
214,3,purchase,2025-07-01T02:26:25.796Z
490,11,click,2025-07-01T02:26:24.280Z
110,6,purchase,2025-07-01T02:26:52.991Z
16,12,view,2025-07-01T02:26:58.454Z
153,30,purchase,2025-07-01T02:32:37.275Z
62,30,click,2025-07-01T02:32:14.330Z
26,7,purchase,2025-07-01T02:32:34.245Z
193,18,click,2025-07-01T02:30:49.660Z
386,1,purchase,2025-07-01T02:30:37.938Z
71,29,purchase,2025-07-01T02:30:40.968Z
489,24,view,2025-07-01T02:30:24.610Z
196,26,purchase,2025-07-01T02:26:43.886Z
92,10,purchase,2025-07-01T02:26:47.528Z
33,13,click,2025-07-01T02:27:02.788Z
4,14,view,2025-07-01T02:27:03.193Z
397,12,purchase,2025-07-01T02:31:26.708Z
483,15,click,2025-07-01T02:31:19.634Z
410,5,view,2025-07-01T02:31:57.355Z
495,9,click,2025-07-01T02:31:26.406Z
273,2,click,2025-07-01T02:32:42.012Z
26,12,click,2025-07-01T02:32:42.817Z
114,18,purchase,2025-07-01T02:32:54.739Z
445,13,purchase,2025-07-01T02:32:43.421Z
40,13,purchase,2025-07-01T02:28:13.690Z
100,22,view,2025-07-01T02:28:17.128Z
227,18,purchase,2025-07-01T02:28:10.514Z
233,19,purchase,2025-07-01T02:28:42.911Z
23,15,purchase,2025-07-01T02:32:49.587Z
258,20,view,2025-07-01T02:33:10.489Z
255,18,view,2025-07-01T02:33:01.147Z
174,9,click,2025-07-01T02:33:36.529Z
129,3,click,2025-07-01T02:27:55.875Z
89,16,view,2025-07-01T02:27:59.821Z
389,19,purchase,2025-07-01T02:28:16.413Z
196,11,purchase,2025-07-01T02:27:59.619Z
209,25,view,2025-07-01T01:42:54.550Z
241,27,view,2025-06-30T17:57:34.335Z
307,3,view,2025-07-01T01:54:14.351Z
179,5,purchase,2025-07-01T01:43:53.603Z
92,28,purchase,2025-07-01T01:49:39.984Z
290,29,click,2025-07-01T01:42:17.515Z
4,13,click,2025-07-01T01:52:42.219Z
263,14,view,2025-07-01T01:43:29.578Z
244,27,click,2025-07-01T02:28:06.480Z
429,18,click,2025-07-01T02:28:34.676Z
113,8,purchase,2025-07-01T02:28:27.911Z
487,16,click,2025-07-01T02:28:25.693Z
195,17,purchase,2025-07-01T02:31:39.835Z
218,15,purchase,2025-07-01T02:31:25.899Z
266,29,view,2025-07-01T02:31:32.567Z
393,23,purchase,2025-07-01T02:31:36.095Z
132,11,click,2025-07-01T01:42:41.539Z
371,7,view,2025-07-01T01:45:34.702Z
75,23,purchase,2025-07-01T01:52:44.221Z
417,12,click,2025-07-01T01:53:53.316Z
162,8,click,2025-07-01T02:29:38.384Z
72,11,view,2025-07-01T02:29:55.037Z
268,27,purchase,2025-07-01T02:29:45.856Z
330,29,purchase,2025-07-01T02:30:22.494Z
268,20,purchase,2025-07-01T02:29:54.936Z
280,30,purchase,2025-07-01T02:29:46.259Z
466,16,purchase,2025-07-01T02:29:57.160Z
278,15,purchase,2025-07-01T02:29:27.362Z
330,24,view,2025-07-01T02:29:28.474Z
2,17,purchase,2025-07-01T02:30:03.235Z
222,16,view,2025-07-01T02:30:20.782Z
187,30,view,2025-07-01T02:29:51.000Z
75,26,click,2025-07-01T01:48:07.854Z
262,3,view,2025-07-01T01:45:57.724Z
350,10,purchase,2025-07-01T01:52:11.180Z
123,11,click,2025-07-01T01:41:27.474Z
86,24,view,2025-07-01T02:29:33.620Z
395,2,purchase,2025-07-01T02:30:16.341Z
304,20,click,2025-07-01T02:29:47.874Z
193,30,purchase,2025-07-01T02:29:57.880Z
418,1,purchase,2025-07-01T02:28:03.251Z
348,2,view,2025-07-01T02:28:28.823Z
372,1,view,2025-07-01T02:28:29.126Z
229,4,click,2025-07-01T01:54:55.397Z
32,12,click,2025-07-01T01:53:37.296Z
268,15,purchase,2025-07-01T01:40:58.450Z
147,26,click,2025-07-01T01:45:33.701Z
252,1,view,2025-07-01T01:53:29.289Z
472,19,view,2025-07-01T01:44:41.648Z
185,12,purchase,2025-07-01T01:48:51.928Z
394,11,purchase,2025-06-30T17:57:21.314Z
118,9,purchase,2025-07-01T02:35:04.611Z
294,7,click,2025-07-01T02:35:54.764Z
409,27,purchase,2025-07-01T02:35:31.681Z
419,26,purchase,2025-07-01T02:35:33.856Z
352,4,purchase,2025-07-01T02:34:38.574Z
456,28,click,2025-07-01T02:35:52.369Z
237,27,click,2025-07-01T02:34:43.421Z
256,7,click,2025-07-01T02:35:49.431Z
479,4,view,2025-07-01T02:35:14.051Z
392,23,purchase,2025-07-01T02:34:53.327Z
176,15,click,2025-07-01T02:35:53.178Z
461,28,view,2025-07-01T02:35:38.615Z
142,18,purchase,2025-07-01T02:38:37.334Z
269,19,view,2025-07-01T02:38:40.166Z
263,12,view,2025-07-01T02:37:58.288Z
380,4,click,2025-07-01T02:38:46.432Z
78,17,purchase,2025-07-01T02:34:05.620Z
417,17,view,2025-07-01T02:33:47.595Z
401,30,view,2025-07-01T02:34:01.672Z
428,3,view,2025-07-01T02:35:29.550Z
191,12,purchase,2025-07-01T02:34:47.860Z
222,8,click,2025-07-01T02:35:10.600Z
408,11,click,2025-07-01T02:35:34.262Z
442,25,view,2025-07-01T02:34:23.892Z
59,23,purchase,2025-07-01T02:34:39.384Z
88,11,click,2025-07-01T02:34:30.703Z
271,19,view,2025-07-01T02:35:02.893Z
260,14,view,2025-07-01T02:35:52.570Z
292,5,purchase,2025-07-01T02:35:01.382Z
335,10,click,2025-07-01T02:35:37.101Z
354,7,click,2025-07-01T02:35:03.699Z
156,20,view,2025-07-01T02:38:42.593Z
282,30,purchase,2025-07-01T02:37:50.703Z
209,12,click,2025-07-01T02:38:29.006Z
283,7,view,2025-07-01T02:38:52.492Z
203,25,purchase,2025-07-01T02:38:35.698Z
248,1,click,2025-07-01T02:38:44.311Z
448,2,click,2025-07-01T02:38:17.083Z
324,29,view,2025-07-01T02:38:22.129Z
498,22,purchase,2025-07-01T02:33:48.826Z
30,3,click,2025-07-01T02:34:13.598Z
171,29,view,2025-07-01T02:34:06.839Z
400,7,view,2025-07-01T02:33:52.182Z
301,11,purchase,2025-07-01T02:34:13.800Z
305,21,view,2025-07-01T02:33:50.657Z
124,8,click,2025-07-01T02:33:42.137Z
458,20,click,2025-07-01T02:33:56.825Z
118,17,purchase,2025-07-01T02:37:51.615Z
22,26,purchase,2025-07-01T02:38:56.234Z
348,6,view,2025-07-01T02:38:44.714Z
492,28,click,2025-07-01T02:38:25.775Z
19,26,click,2025-07-01T02:34:15.821Z
355,19,view,2025-07-01T02:34:08.653Z
144,22,purchase,2025-07-01T02:33:42.745Z
80,2,view,2025-07-01T02:33:54.702Z
412,17,purchase,2025-07-01T02:34:38.777Z
159,20,click,2025-07-01T02:34:43.117Z
263,1,purchase,2025-07-01T02:34:24.515Z
285,10,view,2025-07-01T02:34:52.720Z
466,17,purchase,2025-07-01T02:35:33.654Z
379,12,click,2025-07-01T02:35:35.885Z
428,27,view,2025-07-01T02:34:59.569Z
89,15,purchase,2025-07-01T02:35:49.934Z
32,30,purchase,2025-07-01T02:37:14.011Z
499,2,purchase,2025-07-01T02:36:56.120Z
460,10,purchase,2025-07-01T02:36:49.851Z
285,11,purchase,2025-07-01T02:37:20.720Z
492,24,view,2025-07-01T02:35:32.287Z
16,1,purchase,2025-07-01T02:35:22.162Z
255,29,view,2025-07-01T02:34:56.486Z
460,10,click,2025-07-01T02:34:51.504Z
174,7,view,2025-07-01T02:34:50.392Z
121,2,click,2025-07-01T02:35:17.479Z
205,14,purchase,2025-07-01T02:35:23.476Z
399,29,purchase,2025-07-01T02:35:03.599Z
170,26,purchase,2025-07-01T02:37:15.874Z
119,17,purchase,2025-07-01T02:36:41.563Z
217,14,view,2025-07-01T02:37:22.641Z
329,2,purchase,2025-07-01T02:37:08.194Z
490,13,click,2025-07-01T02:37:05.258Z
121,9,purchase,2025-07-01T02:36:56.321Z
380,6,purchase,2025-07-01T02:36:50.153Z
285,28,click,2025-07-01T02:37:10.039Z
98,14,purchase,2025-07-01T02:38:07.580Z
314,8,view,2025-07-01T02:38:54.818Z
328,18,click,2025-07-01T02:38:29.726Z
308,16,view,2025-07-01T02:38:39.963Z
24,16,click,2025-07-01T02:37:50.907Z
266,6,purchase,2025-07-01T02:38:11.326Z
409,6,purchase,2025-07-01T02:38:06.593Z
341,26,purchase,2025-07-01T02:35:01.988Z
320,24,click,2025-07-01T02:35:31.378Z
309,10,view,2025-07-01T02:35:20.952Z
73,15,purchase,2025-07-01T02:34:44.328Z
194,1,view,2025-07-01T02:35:10.702Z
379,2,purchase,2025-07-01T02:35:15.163Z
29,30,view,2025-07-01T02:35:38.922Z
319,19,click,2025-07-01T02:35:33.755Z
73,25,view,2025-07-01T02:35:50.035Z
358,3,purchase,2025-07-01T02:35:39.829Z
378,15,click,2025-07-01T02:34:34.137Z
246,11,purchase,2025-07-01T02:35:06.326Z
211,10,purchase,2025-07-01T02:41:59.657Z
307,11,view,2025-07-01T02:41:44.204Z
269,2,view,2025-07-01T02:41:52.988Z
268,15,click,2025-07-01T02:41:44.609Z
261,17,purchase,2025-07-01T02:40:22.316Z
213,2,view,2025-07-01T02:41:08.884Z
105,12,view,2025-07-01T02:41:09.794Z
497,20,purchase,2025-07-01T02:40:21.305Z
8,13,purchase,2025-07-01T02:39:48.917Z
122,17,purchase,2025-07-01T02:39:31.487Z
362,21,view,2025-07-01T02:39:37.840Z
372,18,click,2025-07-01T02:40:03.620Z
140,20,purchase,2025-07-01T02:39:34.814Z
490,30,purchase,2025-07-01T02:40:07.560Z
15,28,click,2025-07-01T02:39:37.235Z
71,23,purchase,2025-07-01T02:39:10.992Z
354,27,purchase,2025-07-01T02:40:08.572Z
163,23,view,2025-07-01T02:39:53.162Z
185,21,purchase,2025-07-01T02:39:16.767Z
216,9,click,2025-07-01T02:40:03.318Z
104,17,purchase,2025-07-01T02:40:46.348Z
397,30,purchase,2025-07-01T02:40:48.775Z
257,16,view,2025-07-01T02:40:47.966Z
37,12,purchase,2025-07-01T02:40:44.031Z
430,9,click,2025-07-01T02:40:24.337Z
306,5,purchase,2025-07-01T02:40:35.132Z
267,18,click,2025-07-01T02:40:40.091Z
461,17,click,2025-07-01T02:41:04.536Z
430,20,click,2025-07-01T02:41:48.550Z
243,6,purchase,2025-07-01T02:42:25.649Z
450,1,purchase,2025-07-01T02:41:51.171Z
375,21,view,2025-07-01T02:42:27.366Z
244,2,purchase,2025-07-01T02:42:28.682Z
115,17,click,2025-07-01T02:41:58.140Z
